product_name	allergens	countries_en	nutriscore_grade	energy-kcal_100g	fat_100g	saturated-fat_100g	carbohydrates_100g	sugars_100g	proteins_100g	level_1	level_2	level_3
 campanelle		United States		339.0	0.89		71.43	3.57	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Pici Macaroni Product Pasta		United States		339.0	0.89		71.43	3.57	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Peppardelle		United States		339.0	0.89		71.43	3.57	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 fusilloni, macaroni product		United States		339.0	0.89		71.43	3.57	10.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Whole Peeled Tomatoes In Juice With Basil Leaves		United States	a	22.0	0.0	0.0	2.9	2.9	0.72	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Organic hemp and flax granola		United States	c	450.0	15.0	1.67	66.67	20.0	11.67	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sesame Teriyaki Marinade	en:soybeans	United States	c	88.235294117647	0.0	0.0	23.529411764706	17.647058823529	0.0	condiments	sauces	groceries
Organic spring mix & baby kale		United States	a	29.0	0.59	0.0	4.71	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Baby spinach & kale		United States	a	35.0	0.0	0.0	5.88	0.0	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Sweet Baby Lettuce		United States	a	24.0	0.0	0.0	3.53	1.18	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 limoncello inspired vinaigrette		United States		333.0	0.0		83.33	80.0	0.0	condiments	sauces	groceries
 simply enjoy, limoncello inspired pesto sauce		United States	e	579.0	57.89	10.53	7.02	5.26	3.51	condiments	sauces	groceries
 Goat Cheese & Roasted Tomato Ravioli		United States	c	190.0	10.0	6.0	27.0	2.0	11.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Limoncello hummus		United States	b	179.0	10.71	0.0	17.86	7.14	3.57	plant-based-foods-and-beverages	plant-based-foods	condiments
 Muesli Cereal, Peanut Butter Apple		United States		394.0	12.68		46.48	15.49	14.08	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 oven-toasted oat squares cereal, cinnamon		United States	c	375.0	3.12	0.0	81.25	25.0	9.38	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Pomodoro Basilico Sauce		United States	c	41.0	1.82	0.45	5.45	3.64	0.91	condiments	sauces	groceries
 sugar cookies, peppermint	en:milk	United States	e	421.0	15.79	7.89	63.16	36.84	5.26	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 nature's promise, organic apple cider vinegar		United States	b	0.0	0.0	0.0	6.67	0.0	0.0	condiments	sauces	groceries
 bagel, peppermint & chocolate	en:gluten	United States	b	263.0	1.58	0.53	52.63	7.37	9.47	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 nature's promise, sesame tahini		United States	c	600.0	56.67	6.67	13.33	0.0	20.0	condiments	sauces	groceries
Carne asada marinade and basting sauce		United States	d	133.0	10.0	0.0	13.33	6.67	0.0	condiments	sauces	groceries
Soy & ginger finishing sauce	en:gluten,en:soybeans	United States	d	71.0	0.0	0.0	14.29	10.71	3.57	condiments	sauces	groceries
Red curry finishing sauce		United States	c	89.0	5.36	3.57	14.29	10.71	0.0	condiments	sauces	groceries
Roasted Garlic Finishing Sauce		United States	c	36.0	0.0	0.0	3.57	0.0	0.0	condiments	sauces	groceries
 butter wheat honey bread	en:milk	United States	b	258.0	3.23	0.0	54.84	6.45	9.68	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Maple pecan cake		United States	d	435.0	24.19	2.42	48.39	22.58	4.84	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Bacon! Dressing		United States	d	206.0	14.71	2.94	14.71	14.71	0.0	condiments	sauces	groceries
Moonshine Bbq Sauce		United States	d	133.0	0.0	0.0	33.33	30.0	0.0	condiments	sauces	groceries
 almonds & honey, granola vanilla almond	en:nuts	United States	c	382.0	12.73	0.91	63.64	27.27	9.09	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 flax & blueberry		United States	b	382.0	12.73	0.91	63.64	25.45	9.09	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Whole Wheat Flake & Granola Cereal	en:nuts	United States	c	400.0	9.09	0.91	67.27	21.82	18.18	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Pecan flake & granola cereal		United States	c	436.0	10.91	0.91	76.36	20.0	9.09	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 organic, cinnamon squares, crunchy cinnamon cereal		United States	c	333.0	0.0	0.0	85.19	29.63	7.41	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Peppermint candy apple	en:milk,en:soybeans	United States	b	100.0	3.0	1.0	18.0	14.0	2.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 peppermint candy apple, dark chocolate		United States	b	100.0	3.0	1.0	18.0	14.0	2.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Banjo Bourbon Bbq Sauce		United States	d	139.0	0.0	0.0	36.11	33.33	2.78	condiments	sauces	groceries
Might Mustard Bbq Sauce		United States	d	139.0	0.0	0.0	33.33	30.56	2.78	condiments	sauces	groceries
Brawny Buffalo Wing Sauce		United States	d	88.0	8.82	0.0	0.0	0.0	0.0	condiments	sauces	groceries
Open Sesame Asian Style Bbq Wing Sauce	en:sesame-seeds	United States	d	147.0	0.0	0.0	29.41	23.53	5.88	condiments	sauces	groceries
Chimichurri Marinade And Basting Sauce		United States	d	200.0	20.0	3.33	0.0	0.0	0.0	condiments	sauces	groceries
 lightly salted party peanuts		United States	c	571.0	50.0	7.14	17.86	3.57	25.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Ahold peanuts dry roasted		United States	c	571.0	50.0	7.14	21.43	3.57	25.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Squash Medley		United States	e	600.0	66.67	33.33	6.67	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 rustic white artisan style	en:gluten	United States	b	245.0	2.04	0.0	46.94	2.04	8.16	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Whole wheat artisan style sandwich bread		United States	a	245.0	3.06	0.0	44.9	2.04	10.2	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Rye artisan style sandwich bread	en:gluten	United States	a	244.89795918367	2.0408163265306	0.0	48.979591836735	2.0408163265306	8.1632653061224	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic romaine leaf fillets		United States	a	15.0	0.0	0.0	3.03	2.02	1.01	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Organic saute blend		United States	a	29.0	0.0	0.0	3.53	0.0	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 zesty blend		United States	a	35.0	0.59	0.0	5.88	1.18	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 indulge in ready to eat snickerdoodle cookie dough, vanilla and cinnamon		United States	e	404.0	15.79	10.53	61.4	35.09	1.75	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 salad		United States	a	24.0	0.0	0.0	3.53	0.0	2.35	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Formaggio sacchetti	en:eggs,en:milk	United States	b	240.0	6.0	4.0	33.0	0.0	14.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Squash noodles featuring sun-dried tomato sauce		United States	d	533.0	40.0	0.0	40.0	20.0	6.67	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Garden Vegetable Hummus		United States	a	178.57142857143	12.5	0.0	14.285714285714	3.5714285714286	3.5714285714286	plant-based-foods-and-beverages	plant-based-foods	condiments
 fruit & nut granola		United States	c	481.0	15.38	2.88	76.92	26.92	9.62	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Hot sriracha glaze		United States	c	125.0	4.06	0.0	18.75	12.5	6.25	condiments	sauces	groceries
 parmesan, fontina, mozzarella, romano, asiago & ricotta stuffed in egg pasta	en:eggs,en:milk	United States	c	190.0	10.0	6.0	26.0	2.0	13.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Flake & granola cereal		United States	a	400.0	6.36	0.91	80.0	14.55	9.09	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Limoncello inspired garlic cooking sauce with lemon	en:milk	United States	c	115.0	8.85	2.65	8.85	0.88	0.88	condiments	sauces	groceries
 eggplant & rosemary		United States	b	44.0	1.77	0.0	6.19	3.54	0.88	condiments	sauces	groceries
Creamy parmesan cheese & porcini mushroom italian sauce		United States	b	62.0	3.54	1.33	6.19	3.54	1.77	condiments	sauces	groceries
 hot peppers		United States	b	62.0	3.54	0.44	7.08	3.54	0.88	condiments	sauces	groceries
Asian-style sauce	en:gluten,en:sesame-seeds,en:soybeans	United States	d	139.0	0.0	0.0	38.89	27.78	0.0	condiments	sauces	groceries
No-Stir Crunchy Peanut Butter Spread		United States	e	593.75	50.0	12.5	21.875	6.25	21.875	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Ancient grain spaghetti		United States	a	321.0	2.68	0.0	71.43	3.57	14.29	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Enriched pasta with vegetables rotini	en:gluten	United States	a	357.14285714286	1.7857142857143	0.0	71.428571428571	5.3571428571429	14.285714285714	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Nature's promise organic broccoli		United States	a	29.411764705882	0.0	0.0	4.7058823529412	1.1764705882353	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Florentine risotto		United States	a	358.0	1.89	0.0	75.47	3.77	7.55	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Indian tikka masala seasoning		United States	c	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Cinnamon Oats Squares Cereal		United States	c	380.95	2.38	0.0	80.95	23.81	9.52	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic sweetened corn cereal		United States	c	375.0	0.0	0.0	90.0	27.5	5.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Traditional muesli	en:nuts	United States	a	382.0	9.09	0.91	69.09	16.36	10.91	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Cinnamon spiced butternut squash chunks		United States	a	47.0	0.0	0.0	11.76	2.35	1.18	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 blueberries, raspberries, blackberries		United States	a	57.0	0.36	0.0	12.86	7.14	0.71	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Penne macaroni product	en:gluten	United States	a	357.0	1.79	0.0	75.0	1.79	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Penne whole wheat macaroni product		United States	a	357.0	2.68	0.0	73.21	3.57	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sweet pitted dark cherries		United States	b	60.0	0.0	0.0	16.0	13.0	1.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Organic pumpkin flaxseed granola		United States	c	466.66666666667	16.666666666667	1.6666666666667	68.333333333333	21.666666666667	10.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Unseeded italian bread	en:gluten	United States	b	232.0	1.79	0.0	48.21	1.79	8.93	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Chickpea & corn rotini pasta		United States	a	363.63636363636	4.5454545454545	0.0	56.363636363636	3.6363636363636	18.181818181818	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
green pea and quinoa rating pasta		United States	a	345.45454545455	1.8181818181818	0.0	58.181818181818	1.8181818181818	21.818181818182	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Red lentil & carrot penne pasta		United States	a	363.63636363636	1.8181818181818	0.0	63.636363636364	3.6363636363636	21.818181818182	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Yellow lentil casarecce pasta		United States	a	345.45454545455	1.8181818181818	0.0	61.818181818182	1.8181818181818	21.818181818182	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 bacon tomato		United States	d	333.0	33.33	0.0	13.33	6.67	0.0	condiments	sauces	groceries
 bacon honey mustard		United States	e	194.0	1.39	0.0	44.44	38.89	2.78	condiments	sauces	groceries
Organic tuscan style italian dressing		United States	b	120.0	13.0	2.0	2.0	1.0	0.0	condiments	sauces	groceries
Cinnamon Square		United States	a	130.0	0.5	0.0	33.0	12.0	3.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic Peanut Butter Dots		United States	d	421.05263157895	7.8947368421053	1.3157894736842	78.947368421053	26.315789473684	7.8947368421053	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic Peanut butter and cocoa dots		United States	c	394.73684210526	5.2631578947368	0.0	81.578947368421	26.315789473684	5.2631578947368	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Spicy brown deli mustard		United States	c	0.0	0.0	0.0	0.0	0.0	0.0	condiments	sauces	groceries
Italian herbs stir-in paste		United States	d	350.0	30.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Garlic stir-in paste		United States	c	300.0	30.0	0.0	10.0	10.0	0.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Red mini Potatoes		United States	a	74.324324324324	0.0	0.0	17.567567567568	0.67567567567568	2.027027027027	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Almond milk yogurt		United States		106.66666666667	9.3333333333333	0.66666666666667	12.0	0.66666666666667	4.0	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Seitan Strips		United States	b	105.88235294118	0.0	0.0	4.7058823529412	0.0	25.882352941176	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Almondmilk Non-Dairy Yogurt		United States	a	94.1	7.65	0.588	5.29	0.588	2.94	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Natures promise organic garden vegetable pasta sauce		United States	c	48.0	0.8	0.0	9.6	5.6	1.6	condiments	sauces	groceries
Hamburger roll		United States	b	305.55555555556	2.7777777777778	0.0	55.555555555556	5.5555555555556	8.3333333333333	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Light italian herb flatbread		United States	a	170.0	2.83	0.0	41.51	0.0	13.21	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Light sundried tomato flatbread		United States	a	170.0	4.72	0.0	32.08	0.0	16.98	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Low fat flatbread wraps	en:gluten	United States	a	245.61403508772	3.5087719298246	0.5263158103876	43.859649122807	3.5087719298246	12.280701754386	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 garden spinach	en:gluten	United States	a	228.0	3.51	0.0	43.86	3.51	12.28	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Foldit traditional white ct	en:gluten	United States	a	232.56	2.33	0.0	44.19	2.33	13.95	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Foldit flatbreads artisan rosemary & olive oil		United States	a	232.56	2.33	0.0	46.51	2.33	13.95	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 whole wheat with flax flatbread, whole wheat with flax		United States	c	209.0	5.81	0.0	34.88	2.33	16.28	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 rosemary & olive oil flatbread, rosemary & olive oil	en:gluten	United States	a	233.0	2.33	0.0	46.51	2.33	13.95	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Artisan Flatbreads	en:sesame-seeds	United States	a	255.81395348837	4.6511627906977	0.69767441860465	44.186046511628	2.3255813953488	11.627906976744	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 sweet hawaiian	en:gluten	United States	a	233.0	3.49	0.0	48.84	6.98	11.63	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Spicy italian artisan thin pizza crust		United States	a	271.0	3.12	0.0	47.92	4.17	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 soft whole wheat flatbread		United States	a	189.0	2.83	0.0	37.74	1.89	13.21	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Artisan thin pizza crust		United States	a	250.0	2.08	0.0	45.83	4.17	10.42	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 Foldit, Artisan Flatbread, Roasted Garlic		United States	c	279.0	4.65	0.0	46.51	4.65	13.95	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Striped Gnocchi		United States	b	164.28571428571	0.35714285714286	0.0	35.714285714286	0.71428571428571	4.2857142857143	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Scarpetta ghost pepper pizza sauce		United States	b	45.0	1.6666666666667	0.0	6.6666666666667	1.6666666666667	1.6666666666667	condiments	sauces	groceries
Rice & Potato Gnocchi		United States	b	175.0	0.42	0.0	38.33	0.0	3.33	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 bold and bittersweet		United States	a	53.0	0.59	0.0	10.59	0.0	3.53	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 tangy citrus		United States	b	145.0	4.55	0.45	24.55	17.27	2.73	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Kale yeah! salad kit		United States	b	200.0	12.73	1.36	20.91	12.73	3.64	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
